ID,File,Category,Line,Context,English Text,Bahasa Indonesia,Status,Full Line,Pattern
111,3_Module_3_Generate_ROI.py,Messages,781,error,Silakan pilih kelas dan masukkan koordinat!,,Needs Translation,"#         st.error(""Silakan pilih kelas dan masukkan koordinat!"")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
112,3_Module_3_Generate_ROI.py,Titles Headers,786,header,B. Pemrosesan & Validasi Data Training,,Needs Translation,"st.subheader(""B. Pemrosesan & Validasi Data Training"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
113,3_Module_3_Generate_ROI.py,Titles Headers,837,header,C. Ringkasan Data Training,,Needs Translation,"st.subheader(""C. Ringkasan Data Training"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
114,3_Module_3_Generate_ROI.py,Markdown Content,858,markdown,#### Distribusi Data Training,,Needs Translation,"st.markdown(""#### Distribusi Data Training"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
115,3_Module_3_Generate_ROI.py,Titles Headers,879,header,D. Pembagian Data Training/Validasi,,Needs Translation,"st.subheader(""D. Pembagian Data Training/Validasi"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
116,3_Module_3_Generate_ROI.py,Labels,884,slider,Persentase data training:,,Needs Translation,"split_ratio = st.slider(""Persentase data training:"", min_value=0.5, max_value=0.9, value=0.7, step=0.05, key=""split_ratio_sampling"")","st\.slider\s*\(\s*[""\']([^""\']+)[""\']\s*"
117,3_Module_3_Generate_ROI.py,Messages,911,success,Pembagian data berhasil diselesaikan!,,Needs Translation,"st.success(""Pembagian data berhasil diselesaikan!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
118,3_Module_3_Generate_ROI.py,Markdown Content,917,markdown,**Preview Data Training:**,,Needs Translation,"st.markdown(""**Preview Data Training:**"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
119,3_Module_3_Generate_ROI.py,Markdown Content,920,markdown,**Preview Data Validasi:**,,Needs Translation,"st.markdown(""**Preview Data Validasi:**"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
120,3_Module_3_Generate_ROI.py,Messages,931,info,Menggunakan seluruh dataset sebagai data training.,,Needs Translation,"st.info(""Menggunakan seluruh dataset sebagai data training."")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
121,3_Module_3_Generate_ROI.py,Messages,933,error,AOI tidak tersedia untuk membuat peta sampling,,Needs Translation,"st.error(""AOI tidak tersedia untuk membuat peta sampling"")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
122,3_Module_3_Generate_ROI.py,Messages,937,warning,Tidak dapat membuat peta interaktif. Silakan gunakan input manual.,,Needs Translation,"st.warning(""Tidak dapat membuat peta interaktif. Silakan gunakan input manual."")","st\.warning\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
123,3_Module_3_Generate_ROI.py,Messages,939,error,Skema klasifikasi tidak tersedia. Silakan jalankan Modul 2 terlebih dahulu.,,Needs Translation,"st.error(""Skema klasifikasi tidak tersedia. Silakan jalankan Modul 2 terlebih dahulu."")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
124,3_Module_3_Generate_ROI.py,Titles Headers,944,header,Navigasi Modul,,Needs Translation,"st.subheader(""Navigasi Modul"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
125,3_Module_3_Generate_ROI.py,Other UI Text,963,unknown,Silakan proses data training sebelum melanjutkan,,Needs Translation,"help=""Silakan proses data training sebelum melanjutkan"")","help\s*=\s*[""\']([^""\']+)[""\']"
126,3_Module_3_Generate_ROI.py,Messages,983,info,Selesaikan pengumpulan dan pemrosesan data training untuk melanjutkan,,Needs Translation,"st.info(""Selesaikan pengumpulan dan pemrosesan data training untuk melanjutkan"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
127,4_Module_4_Analyze_ROI.py,Titles Headers,45,title,Analisis Pemisahan Data Area Sampel (Region of Interest/ROI),,Needs Translation,"st.title(""Analisis Pemisahan Data Area Sampel (Region of Interest/ROI)"")","st\.title\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
128,4_Module_4_Analyze_ROI.py,Markdown Content,51,markdown,"1. Pilih attibute data latih, yaitu ID dan nama kelas",,Needs Translation,"st.markdown(""1. Pilih attibute data latih, yaitu ID dan nama kelas"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
129,4_Module_4_Analyze_ROI.py,Markdown Content,52,markdown,2. Pilih parameter keterpisahan yang terdiri dari resolusi spasial dan jumlah maksimum piksel untuk setiap kelas. Platform ini menggunakan metode Transformed Divergence (TD) untuk melakukan analisis keterpisahan,,Needs Translation,"st.markdown(""2. Pilih parameter keterpisahan yang terdiri dari resolusi spasial dan jumlah maksimum piksel untuk setiap kelas. Platform ini menggunakan metode Transformed Divergence (TD) untuk melakukan analisis keterpisahan"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
130,4_Module_4_Analyze_ROI.py,Markdown Content,64,markdown,Ketersedian gabungan citra satelit dari modul 1,,Needs Translation,"st.markdown(""Ketersedian gabungan citra satelit dari modul 1"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
131,4_Module_4_Analyze_ROI.py,Messages,67,success,Gabungan citra satelit tersedia!,,Needs Translation,"st.success(""Gabungan citra satelit tersedia!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
132,4_Module_4_Analyze_ROI.py,Messages,89,warning,Gabungan Citra Satelit tidak ditemukan. Mohon jalankan Modul 1 terlebih dahulu.,,Needs Translation,"st.warning(""Gabungan Citra Satelit tidak ditemukan. Mohon jalankan Modul 1 terlebih dahulu."")","st\.warning\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
133,4_Module_4_Analyze_ROI.py,Titles Headers,93,header,A. Unggah Wilayah Minat (Shapefile),,Needs Translation,"st.subheader(""A. Unggah Wilayah Minat (Shapefile)"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
134,4_Module_4_Analyze_ROI.py,Markdown Content,94,markdown,saat ini platform hanya mendukung shapefile dalam format .zip,,Needs Translation,"st.markdown(""saat ini platform hanya mendukung shapefile dalam format .zip"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
135,4_Module_4_Analyze_ROI.py,Labels,95,file_uploader,Unggah area minat dalam berkas zip (.zip),,Needs Translation,"uploaded_file = st.file_uploader(""Unggah area minat dalam berkas zip (.zip)"", type=[""zip""])","st\.file_uploader\s*\(\s*[""\']([^""\']+)[""\']\s*"
136,4_Module_4_Analyze_ROI.py,Messages,117,error,No .shp file found in the uploaded zip.,Shapefile tidak ditemukan dalam berkas zip yang diunggah.,Translated,"st.error(""No .shp file found in the uploaded zip."")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
137,4_Module_4_Analyze_ROI.py,Messages,122,success,ROI loaded successfully!,Area Sampel berhasil dimuat!,Translated,"st.success(""ROI loaded successfully!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
138,4_Module_4_Analyze_ROI.py,Markdown Content,125,markdown,ROI table preview:,Pratinjau Tabel Area Sampel:,Translated,"st.markdown(""ROI table preview:"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
139,4_Module_4_Analyze_ROI.py,Messages,135,success,ROI conversion completed!,Area Sampel berhasil diubah/diproses!,Translated,"st.success(""ROI conversion completed!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
140,4_Module_4_Analyze_ROI.py,Messages,146,error,Failed to convert ROI to Google Earth Engine format,Gagal mengubah Area Sampel ke format Google Earth Engine.,Translated,"st.error(""Failed to convert ROI to Google Earth Engine format"")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
141,4_Module_4_Analyze_ROI.py,Messages,148,error,Geometry validation failed,Validasi Geometri gagal.,Translated,"st.error(""Geometry validation failed"")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
142,4_Module_4_Analyze_ROI.py,Messages,152,info,"Make sure your shapefile includes all necessary files (.shp, .shx, .dbf, .prj)","Pastikan Shapefile Anda memuat semua berkas yang diperlukan (.shp, .shx, .dbf, .prj).",Translated,"st.info(""Make sure your shapefile includes all necessary files (.shp, .shx, .dbf, .prj)"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
143,4_Module_4_Analyze_ROI.py,Titles Headers,158,header,B. Lakukan Analisis Keterpisahan Sampel,,Needs Translation,"st.subheader(""B. Lakukan Analisis Keterpisahan Sampel"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
144,4_Module_4_Analyze_ROI.py,Markdown Content,159,markdown,Pilih kolom yang sesuai dari Area Sampel Anda yang merujuk pada ID Kelas numerik dan Nama Kelas.,,Needs Translation,"st.markdown(""Pilih kolom yang sesuai dari Area Sampel Anda yang merujuk pada ID Kelas numerik dan Nama Kelas."")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
145,4_Module_4_Analyze_ROI.py,Titles Headers,180,header,Parameter Analisis,,Needs Translation,"st.subheader(""Parameter Analisis"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
146,4_Module_4_Analyze_ROI.py,Messages,184,info,Metode Analisis Keterpisahan: Transformed Divergence (TD),,Needs Translation,"st.info(""Metode Analisis Keterpisahan: Transformed Divergence (TD)"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
147,4_Module_4_Analyze_ROI.py,Labels,190,number_input,Resolusi Spasial:,,Needs Translation,"scale = st.number_input(""Resolusi Spasial:"", min_value=10, max_value=1000, value=30, step=10,","st\.number_input\s*\(\s*[""\']([^""\']+)[""\']\s*"
148,4_Module_4_Analyze_ROI.py,Other UI Text,191,unknown,Higher values = lower resolution but faster processing,Nilai lebih tinggi = resolusi lebih rendah tetapi waktu pemrosesan lebih cepat,Translated,"help=""Higher values = lower resolution but faster processing"")","help\s*=\s*[""\']([^""\']+)[""\']"
149,4_Module_4_Analyze_ROI.py,Labels,192,number_input,Maximum pixels per class:,Jumlah piksel maksimum per kelas:,Translated,"max_pixels = st.number_input(""Maximum pixels per class:"", min_value=1000, max_value=10000, value=5000, step=500,","st\.number_input\s*\(\s*[""\']([^""\']+)[""\']\s*"
150,4_Module_4_Analyze_ROI.py,Other UI Text,193,unknown,Lower values = faster processing but less representative sampling,Nilai lebih rendah = waktu pemrosesan lebih cepat dengan risiko sampel kurang representatif,Translated,"help=""Lower values = faster processing but less representative sampling"")","help\s*=\s*[""\']([^""\']+)[""\']"
151,4_Module_4_Analyze_ROI.py,Messages,198,error,Mohon unggah Shapefile Area Sampel yang valid terlebih dahulu.,,Needs Translation,"st.error(""Mohon unggah Shapefile Area Sampel yang valid terlebih dahulu."")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
152,4_Module_4_Analyze_ROI.py,Messages,236,error,No spectral data was extracted. Please check your training data and image overlap.,Tidak ada data spektral yang terekstrak. Mohon cek data latihan Anda dan tumpang tindih citra.,Translated,"st.error(""No spectral data was extracted. Please check your training data and image overlap."")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
153,4_Module_4_Analyze_ROI.py,Messages,274,success,Analisis Selesai!,,Needs Translation,"st.success(""Analisis Selesai!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
154,4_Module_4_Analyze_ROI.py,Titles Headers,281,header,C. Hasil Analisis,,Needs Translation,"st.subheader(""C. Hasil Analisis"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
155,4_Module_4_Analyze_ROI.py,Markdown Content,325,markdown,---,,Needs Translation,"st.markdown(""---"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
156,4_Module_4_Analyze_ROI.py,Markdown Content,326,markdown,**Interpretasi Nilai Transformed Divergence (TD):**,,Needs Translation,"st.markdown(""**Interpretasi Nilai Transformed Divergence (TD):**"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
157,4_Module_4_Analyze_ROI.py,Markdown Content,344,markdown,*Pasangan kelas ini memiliki tingkat pemisahan data terendah dan dapat menyebabkan kerancuan klasifikasi:*,,Needs Translation,"st.markdown(""*Pasangan kelas ini memiliki tingkat pemisahan data terendah dan dapat menyebabkan kerancuan klasifikasi:*"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
158,4_Module_4_Analyze_ROI.py,Titles Headers,350,header,D. Plot the Region of Interest,,Needs Translation,"st.subheader(""D. Plot the Region of Interest"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
159,4_Module_4_Analyze_ROI.py,Markdown Content,351,markdown,"You can visualize the ROI using several plots, namely histogram, box plot, and scatter plot. This allows the user to assess the overlap between classes, which might led to difficulties in separating them",,Needs Translation,"st.markdown(""You can visualize the ROI using several plots, namely histogram, box plot, and scatter plot. This allows the user to assess the overlap between classes, which might led to difficulties in separating them"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
160,4_Module_4_Analyze_ROI.py,Messages,364,error,No valid spectral bands found in the extracted pixel data.,,Needs Translation,"st.error(""No valid spectral bands found in the extracted pixel data."")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
161,4_Module_4_Analyze_ROI.py,Markdown Content,375,markdown,### Distribution of Spectral Values by Class,,Needs Translation,"st.markdown(""### Distribution of Spectral Values by Class"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
162,4_Module_4_Analyze_ROI.py,Labels,388,slider,Number of bins:,,Needs Translation,"bins = st.slider(""Number of bins:"", min_value=10, max_value=50, value=30, step=5)","st\.slider\s*\(\s*[""\']([^""\']+)[""\']\s*"
163,4_Module_4_Analyze_ROI.py,Labels,390,slider,Opacity:,,Needs Translation,"hist_opacity = st.slider(""Opacity:"", 0.3, 0.9, 0.6, 0.1, key=""hist_opacity"")","st\.slider\s*\(\s*[""\']([^""\']+)[""\']\s*"
164,4_Module_4_Analyze_ROI.py,Messages,404,success,✅ Histograms generated!,,Needs Translation,"st.success(""✅ Histograms generated!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
165,4_Module_4_Analyze_ROI.py,Messages,405,info,💡 **Tip:** Click on legend items to show/hide classes.,,Needs Translation,"st.info(""💡 **Tip:** Click on legend items to show/hide classes."")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
166,4_Module_4_Analyze_ROI.py,Messages,409,warning,Please select at least one band.,,Needs Translation,"st.warning(""Please select at least one band."")","st\.warning\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
167,4_Module_4_Analyze_ROI.py,Markdown Content,413,markdown,### Box Plots - Spectral Value Distribution,,Needs Translation,"st.markdown(""### Box Plots - Spectral Value Distribution"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
168,4_Module_4_Analyze_ROI.py,Messages,434,success,✅ Box plots generated successfully!,,Needs Translation,"st.success(""✅ Box plots generated successfully!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
169,4_Module_4_Analyze_ROI.py,Messages,435,info,"💡 **Tip:** Hover over boxes to see min, max, median, and quartile values.",,Needs Translation,"st.info(""💡 **Tip:** Hover over boxes to see min, max, median, and quartile values."")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
170,4_Module_4_Analyze_ROI.py,Messages,439,warning,Please select at least one band.,,Needs Translation,"st.warning(""Please select at least one band."")","st\.warning\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
171,4_Module_4_Analyze_ROI.py,Markdown Content,443,markdown,### Feature Space Scatter Plot,,Needs Translation,"st.markdown(""### Feature Space Scatter Plot"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
172,4_Module_4_Analyze_ROI.py,Markdown Content,444,markdown,Visualize the relationship between two spectral bands and assess class separability in 2D feature space.,,Needs Translation,"st.markdown(""Visualize the relationship between two spectral bands and assess class separability in 2D feature space."")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
173,4_Module_4_Analyze_ROI.py,Labels,468,slider,Point transparency:,,Needs Translation,"alpha = st.slider(""Point transparency:"", 0.1, 1.0, 0.6, 0.1)","st\.slider\s*\(\s*[""\']([^""\']+)[""\']\s*"
174,4_Module_4_Analyze_ROI.py,Other UI Text,474,unknown,Shows 2-sigma confidence ellipses for each class,,Needs Translation,"help=""Shows 2-sigma confidence ellipses for each class"")","help\s*=\s*[""\']([^""\']+)[""\']"
175,4_Module_4_Analyze_ROI.py,Labels,476,selectbox,Color palette:,,Needs Translation,"color_palette = st.selectbox(""Color palette:"",","st\.selectbox\s*\(\s*[""\']([^""\']+)[""\']\s*"
176,4_Module_4_Analyze_ROI.py,Other UI Text,478,unknown,Preview will update when you change selection,,Needs Translation,"index=0,  help=""Preview will update when you change selection"")","help\s*=\s*[""\']([^""\']+)[""\']"
177,4_Module_4_Analyze_ROI.py,Messages,507,success,Scatter plot generated successfully!,,Needs Translation,"st.success(""Scatter plot generated successfully!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
178,4_Module_4_Analyze_ROI.py,Messages,520,warning,Need at least 2 bands for scatter plot visualization.,,Needs Translation,"st.warning(""Need at least 2 bands for scatter plot visualization."")","st\.warning\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
179,4_Module_4_Analyze_ROI.py,Markdown Content,524,markdown,### 3D Feature Space Exploration,,Needs Translation,"st.markdown(""### 3D Feature Space Exploration"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
180,4_Module_4_Analyze_ROI.py,Markdown Content,525,markdown,"Explore the spectral signatures in 3D space. Rotate, zoom, and pan to understand class relationships in three-band feature space.",,Needs Translation,"st.markdown(""Explore the spectral signatures in 3D space. Rotate, zoom, and pan to understand class relationships in three-band feature space."")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
181,4_Module_4_Analyze_ROI.py,Labels,556,slider,Point size:,,Needs Translation,"marker_size_3d = st.slider(""Point size:"", 2, 8, 4, 1, key=""marker_3d"")","st\.slider\s*\(\s*[""\']([^""\']+)[""\']\s*"
182,4_Module_4_Analyze_ROI.py,Labels,558,slider,Point transparency:,,Needs Translation,"opacity_3d = st.slider(""Point transparency:"", 0.2, 1.0, 0.7, 0.1, key=""opacity_3d"")","st\.slider\s*\(\s*[""\']([^""\']+)[""\']\s*"
183,4_Module_4_Analyze_ROI.py,Messages,573,success,✅ 3D scatter plot generated successfully!,,Needs Translation,"st.success(""✅ 3D scatter plot generated successfully!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
184,4_Module_4_Analyze_ROI.py,Messages,593,warning,Need at least 3 bands for 3D scatter plot visualization.,,Needs Translation,"st.warning(""Need at least 3 bands for 3D scatter plot visualization."")","st\.warning\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
185,4_Module_4_Analyze_ROI.py,Markdown Content,596,markdown,---,,Needs Translation,"st.markdown(""---"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
186,4_Module_4_Analyze_ROI.py,Messages,601,info,Please ensure the separability analysis completed successfully.,,Needs Translation,"st.info(""Please ensure the separability analysis completed successfully."")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
187,4_Module_4_Analyze_ROI.py,Messages,603,info,Please complete the separability analysis first to visualize training data.,,Needs Translation,"st.info(""Please complete the separability analysis first to visualize training data."")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
188,4_Module_4_Analyze_ROI.py,Titles Headers,612,header,Module Navigation,Navigasi modul,Translated,"st.subheader(""Module Navigation"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
189,4_Module_4_Analyze_ROI.py,Other UI Text,632,unknown,Analyze the region of interest in order to proceed,,Needs Translation,"help=""Analyze the region of interest in order to proceed"")","help\s*=\s*[""\']([^""\']+)[""\']"
190,4_Module_4_Analyze_ROI.py,Messages,638,info,Analyze the region of interest in order to proceed,,Needs Translation,"st.info(""Analyze the region of interest in order to proceed"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
191,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,43,title,Pembuatan Peta Tutupan Lahan,,Needs Translation,"st.title(""Pembuatan Peta Tutupan Lahan"")","st\.title\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
192,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,59,header,Cek Prasyarat,,Needs Translation,"st.subheader(""Cek Prasyarat"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
193,5_Module_6_Classification_and_LULC_Creation.py,Messages,66,success,✅ Gabungan citra tersedia dari modul 1,,Needs Translation,"st.success(""✅ Gabungan citra tersedia dari modul 1"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
194,5_Module_6_Classification_and_LULC_Creation.py,Messages,78,error,❌ Gabungan citra tidak tersedia,,Needs Translation,"st.error(""❌ Gabungan citra tidak tersedia"")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
195,5_Module_6_Classification_and_LULC_Creation.py,Messages,79,warning,Mohon selesaikan modul 1 untuk menghasilkan gabungan citra,,Needs Translation,"st.warning(""Mohon selesaikan modul 1 untuk menghasilkan gabungan citra"")","st\.warning\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
196,5_Module_6_Classification_and_LULC_Creation.py,Messages,85,success,✅ Data sampel tersedia,,Needs Translation,"st.success(""✅ Data sampel tersedia"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
197,5_Module_6_Classification_and_LULC_Creation.py,Messages,105,error,❌ Data sampel tidak tersedia,,Needs Translation,"st.error(""❌ Data sampel tidak tersedia"")","st\.error\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
198,5_Module_6_Classification_and_LULC_Creation.py,Messages,106,warning,Mohon selesaikan modul 3 dan 4 untuk menghasilkan dan melakukan analisis data sampel,,Needs Translation,"st.warning(""Mohon selesaikan modul 3 dan 4 untuk menghasilkan dan melakukan analisis data sampel"")","st\.warning\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
199,5_Module_6_Classification_and_LULC_Creation.py,Messages,112,info,⚠️ Selesaikan modul-modul sebelumnya sebelum melanjutkan ke klasifikasi,,Needs Translation,"st.info(""⚠️ Selesaikan modul-modul sebelumnya sebelum melanjutkan ke klasifikasi"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
200,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,189,header,Feature Extraction Configuration,Pengaturan ekstraksi data citra,Translated,"st.header(""Feature Extraction Configuration"")","st\.header\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
201,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,200,header,Data Split Options,Opsi pembagian data,Translated,"st.subheader(""Data Split Options"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
202,5_Module_6_Classification_and_LULC_Creation.py,Other UI Text,205,unknown,"If unchecked, all ROI data will be used for training the classifier","Jika tidak dicentang, seluruh data referensi akan digunakan untuk melatih model klasifikasi",Translated,"help=""If unchecked, all ROI data will be used for training the classifier""","help\s*=\s*[""\']([^""\']+)[""\']"
203,5_Module_6_Classification_and_LULC_Creation.py,Messages,209,info,The ROI is split into training and testing data using stratified random split approach,ROI dibagi menjadi data pelatihan dan pengujian menggunakan pendekatan pembagian acak berstrata,Translated,"st.info(""The ROI is split into training and testing data using stratified random split approach"")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
204,5_Module_6_Classification_and_LULC_Creation.py,Other UI Text,218,unknown,Proportion of data to use for training,Proporsi data yang digunakan untuk pelatihan,Translated,"help=""Proportion of data to use for training""","help\s*=\s*[""\']([^""\']+)[""\']"
205,5_Module_6_Classification_and_LULC_Creation.py,Messages,225,warning,All ROI data will be used for training. Please prepared an independent testing dataset.,Seluruh data ROI akan digunakan untuk pelatihan. Siapkan dataset pengujian independen.,Translated,"st.warning(""All ROI data will be used for training. Please prepared an independent testing dataset."")","st\.warning\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
206,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,228,header,Extraction Parameters,Parameter ekstrasi data,Translated,"st.subheader(""Extraction Parameters"")","st\.subheader\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
207,5_Module_6_Classification_and_LULC_Creation.py,Other UI Text,235,unknown,Column name in your ROI containing the class ID,Nama kolom tabel atribut yang berisi ID kelas numerik,Translated,"help=""Column name in your ROI containing the class ID""","help\s*=\s*[""\']([^""\']+)[""\']"
208,5_Module_6_Classification_and_LULC_Creation.py,Other UI Text,243,unknown,Spatial resolution for sampling,Resolusi spasial untuk pengambilan sampel,Translated,"help=""Spatial resolution for sampling""","help\s*=\s*[""\']([^""\']+)[""\']"
209,5_Module_6_Classification_and_LULC_Creation.py,Markdown Content,245,markdown,---,,Needs Translation,"st.markdown(""---"")","st\.markdown\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
210,5_Module_6_Classification_and_LULC_Creation.py,Messages,274,success,✅ Feature extraction complete!,,Needs Translation,"st.success(""✅ Feature extraction complete!"")","st\.success\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
211,5_Module_6_Classification_and_LULC_Creation.py,Messages,286,info,ℹ️ All ROI data has been used for training. No test set created.,,Needs Translation,"st.info(""ℹ️ All ROI data has been used for training. No test set created."")","st\.info\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
212,5_Module_6_Classification_and_LULC_Creation.py,Titles Headers,295,header,Membuat Model Klasifikasi,Membuat model klasifikasi,Translated,"st.header(""Membuat Model Klasifikasi"")","st\.header\s*\(\s*[""\']([^""\']+)[""\']\s*\)"
